City,Latitude,Longitude,PM25_CI,PM25_diff,Temp_CI,Temp_diff
Osorno,42.4106725,-4.3609815,78.8,7.300824685140598,80.3,0.27289784335056844
Ostrava,49.8349139,18.2820084,63.6,7.754057630171076,76.9,3.9352008307969406
Ottawa,45.421106,-75.690308,96.5,6.694785598161577,69.2,0.5769961454933643
Oulu,65.0118734,25.4716809,96.1,4.435056167414345,62.8,0.1052664702742554
Oviedo,43.3533424,-5.87951434,99.1,14.171502666780755,85.1,1.7212332557135106
Pachuca de Soto,20.1165413,-98.7413535,41.7,0.8478596107266938,99.7,-2.618826302729534
Palma,39.569581799999995,2.6500745,12.1,-24.322237168961305,75.8,3.1032601303035108
Paris,48.856696899999996,2.3514616000000004,92.5,7.545233103937222,58.3,2.1309997045964733
Parma,44.801367799999994,10.328083300000001,54.2,0.9116595158641728,54.8,2.9025365424342056
Patna,25.609323899999996,85.1235252,89.4,33.806995379481485,99.9,6.900180469650858
Pécs,46.0763222,18.228074600000003,84.2,-17.86354524970765,57.6,3.2349942100909903
Perpignan,42.6985304,2.8953121,97.3,11.999464200797348,64.4,2.7407511500364663
Perth,-31.952712100000003,115.86047959999999,93.5,9.007668540210245,70.9,0.8157638544251427
Peshawar,34.012384600000004,71.5787458,81.0,-43.44002028375781,99.8,-1.9764475230924103
Petaẖ Tiqwa,32.11658115,34.8640451,84.4,14.931394119671822,90.1,4.5240855547587815
Philadelphia,39.9527237,-75.16352619999999,80.6,2.5799459920872536,90.5,1.1357062507385098
Phoenix,33.448436699999995,-112.07414170000001,88.2,-6.3822255090108335,91.8,-0.3236038047973544
Pilsen,49.7477415,13.377524900000001,25.1,1.315192118226598,58.9,1.0242051155740786
Płock,52.5353471,19.71363014,57.3,11.631744449469693,67.8,1.940806881475961
Plymouth,50.392548600000005,-4.111691222,61.2,7.199397417562031,70.3,1.96959481434398
Pohang,36.0189315,129.3429384,56.3,9.705161412558523,98.5,-2.65111584300016
Pokhara,28.209538000000002,83.99140200000001,21.2,-38.15351844412614,91.8,-44.24397404369822
Port Elizabeth,-33.9617051,25.6207519,88.3,7.375444111691053,99.7,-5.105642066683778
Portland,45.5202471,-122.6741949,99.4,-5.428674269742127,95.7,-2.8643043837882547
Potsdam,52.4009309,13.0591397,94.7,9.367191058848457,75.1,2.332032912026792
Poznań,52.408266299999994,16.9335199,78.9,-12.70513321803645,63.4,2.389498814311384
Prague,50.0874654,14.4212535,35.1,5.5390754277239225,66.6,2.3773631157126154
Prato,43.93571805,11.09414727,31.3,-6.448697952029441,70.6,3.1250966796644164
Preston,53.7593363,-2.6992717,86.1,5.1092600447383525,68.0,1.7675809364902832
Pretoria,-25.7459374,28.187944399999996,81.6,7.146073414905459,99.9,-7.233729002921442
Pristina,42.6638771,21.1640849,73.5,-0.8871609073166411,95.0,0.6039048800661728
Providence,41.8239891,-71.4128343,75.5,0.6424004286406948,80.3,1.3152311400131202
Puebla,18.833333,-98.0,88.5,11.021643625192015,96.0,-2.8011274920852216
Puerto Montt,-41.4718121,-72.939621,74.2,17.087145281488983,89.0,-0.5078687715695498
Qingdao,36.0638034,120.3781372,64.3,14.446168616329928,79.3,4.257522790890982
Qinhuangdao,39.939572399999996,119.5894129,77.5,20.206910710720507,74.1,4.713515407840212
Qiqihar,47.3523672,123.9164653,78.6,-10.556842625302009,63.8,5.318805588219715
Qom,34.6423117,50.8800969,99.5,-58.81668645870259,67.0,2.103330772136093
Québec,52.4760892,-71.8258668,68.1,2.745254291500132,77.5,3.2070033329666243
Queens,40.74982429999999,-73.7976337,24.5,0.822843370941257,97.5,-4.097337842123924
Quilpué,-33.0498135,-71.44152820000001,95.3,5.690765237728527,62.1,0.8720491225496776
Quito,-0.2201641,-78.5123274,98.8,16.757929683775618,99.9,-7.145313582042728
Raleigh,35.7803977,-78.63909890000001,99.4,15.79606453242715,86.4,3.0654177576224235
Rancagua,-34.170249,-70.7407427,79.5,4.271144922930233,86.1,0.8924789856046829
Rayong,12.7943716,101.37053440000001,85.1,2.422486788332165,99.9,-14.305109608967225
Reading,51.456659,-0.9696511999999999,96.8,8.048849076071424,88.0,-2.156143433372362
Rennes,48.111338700000005,-1.6800198,70.9,-6.385708622115742,59.7,2.0894206903795283
Reykjavík,64.145981,-21.9422367,16.9,2.3323532196390944,82.4,1.580996448231044
Richards Bay,-28.7707857,32.0577775,99.8,6.720198368557661,97.5,-3.955206726100496
Richmond,37.53850870000001,-77.43428,68.2,8.974621685049527,72.6,-1.2846590667397138
Rijeka,45.327175200000006,14.4412309,56.0,3.961553238279058,68.0,2.043529491457745
Rome,41.8933203,12.4829321,79.3,-1.0160285237565532,62.9,2.569341167434714
Rotterdam,51.9228958,4.4631727,88.8,6.224939778426979,56.0,1.5478523370672832
Rouen,49.4404591,1.0939658,94.2,13.979192224164414,74.5,2.23338635724676
Sacramento,38.5815719,-121.49439960000001,91.8,-11.954364373112973,71.2,1.4062085548859748
Saint Paul,49.43180460000001,2.0100016,92.4,0.21246802511541674,71.8,1.5140170743235275
Saint-Denis,48.935773,2.3580232000000003,99.9,15.88363641734609,99.9,-0.7553085887045867
Saint-Étienne,45.4401467,4.3873058,40.8,-0.23002752345912114,73.8,1.848638847804029
Saitama,35.861640200000004,139.6457957,97.6,15.839831487570644,83.8,4.20305171598887
Salamanca,40.96515720000001,-5.6640182,93.4,-20.595088247915076,75.4,2.9114584418177305
Salem,44.9391565,-123.033121,99.5,-6.849626263614034,66.9,-0.17335513411319606
Salt Lake City,40.759619799999996,-111.88679750000001,95.4,-7.224191225904236,96.2,-1.3366095947063688
Samsun,41.230355700000004,35.968333799999996,99.8,-10.522531524422504,68.7,1.9198822959576558
Samut Prakan,13.653165099999999,100.8182578,95.2,10.041108618856112,99.9,-14.283292946578824
San Antonio,29.424600199999997,-98.4951405,91.9,2.6118651574602585,97.3,0.05852752345910873
San Diego,32.7174209,-117.16277140000001,92.9,9.370346894443665,83.4,8.95911016385049
San Francisco,37.779026200000004,-122.4199061,87.5,-5.591463306808129,85.4,0.5851712158808908
San Jose,37.3361905,-121.89058329999999,96.2,-6.093940092165909,97.6,-0.8016205246366521
San Juan,18.465298999999998,-66.11666600000001,85.8,34.73436826614247,98.1,3.5146892306926745
San Luis Potosí,22.5000001,-100.5000001,67.9,-68.70971435498132,98.3,-0.4597311827956929
San Salvador,13.698993900000001,-89.1914249,90.9,10.037668948404232,99.6,3.773872846372512
Sanandaj,35.3126047,46.9978639,99.9,-23.41628846866889,81.1,2.335632390894233
Santa Cruz de Tenerife,28.469648,-16.2540884,91.4,10.147420608436178,79.3,2.4110279798066188
Santiago,9.869479199999999,-83.7980749,89.8,8.886987821225887,78.0,-0.24069623554050776
São José dos Campos,-23.180501100000004,-45.887296899999996,90.8,8.98264098444298,85.1,3.47822616093584
São Paulo,-23.5506507,-46.633382399999995,96.0,12.405175012438647,93.4,4.580932900432895
Sapporo,43.061935999999996,141.35429240000002,98.7,13.461727917058845,73.1,3.4440028664327915
Sarajevo,43.851977399999996,18.386686800000003,80.0,-6.547927011164888,56.0,2.40075375162472
Seattle,47.6038321,-122.3300624,99.7,-0.1731176887628436,74.8,0.4676641261963858
Sejong,36.4799999,127.289,75.1,14.23219790406108,95.9,-2.0260255391623545
Sendai,38.2677554,140.8691498,97.6,14.921438655893605,81.6,2.9016194642398734
Seongnam-si,37.4201556,127.12620919999999,76.3,11.80958154563271,95.6,-1.4113116486776072
Seoul,37.5666791,126.97829140000002,69.0,13.88002240992229,97.0,-1.1787013653754492
Shanghai,31.232275800000004,121.4692071,82.8,11.870681485737094,72.8,3.1605743438985883
Shantou,23.356377,116.6775918,88.1,17.9819398436195,78.1,3.9889390694585423
Sheffield,53.38066260000001,-1.4702278,96.4,7.4349359483675395,65.3,1.2145576648046017
Shenyang,41.674457399999994,123.45828909999999,48.8,6.4004276628080845,69.0,4.76473391680622
Shenzhen,22.555454,114.0543297,95.2,25.991721693212238,80.1,2.966115276640302
Shijiazhuang,38.0429742,114.5088385,55.8,10.55777974713456,75.5,5.171197567912255
Shillong,25.576044600000003,91.8825282,99.9,-43.596932916916245,99.1,-7.931313279688535
Shiraz,29.6060218,52.537804099999995,99.7,-43.7617828071076,79.6,4.677031834313258
Shiyan,32.6314877,110.79275200000001,79.7,16.655992678067207,92.5,-1.5238498901913855
Shizuoka,34.979149,138.38298999999998,98.7,29.868195067508193,92.0,13.50732026223684
Singapore,1.340863,103.8303918,99.7,23.12853204822615,70.4,2.9380696826347585
Sivas,39.4191717,37.1012388,90.5,3.429228568983873,73.7,1.4031582853557245
Skopje,41.9960924,21.4316495,88.8,15.205389423331567,57.6,2.5711776291932034
Southend-on-Sea,51.54063195,0.716114673,74.4,5.259894714110509,61.0,1.1352595883908432
Springfield,39.7990175,-89.6439575,30.6,3.1577253085616093,84.6,4.053673191231392
Staten Island,40.5834557,-74.14960479999999,60.5,2.497515615641316,68.0,2.4962544046219755
Stavanger,59.1020129,5.712611357,69.4,1.1966610438134353,66.5,0.3519783683131834
Stockholm,59.3251172,18.0710935,99.7,9.976347366019224,64.9,0.16659396480419808
Strasbourg,48.584614,7.750712700000001,53.7,26.864014778325114,74.3,1.2900698639513999
Stuttgart,48.778448499999996,9.1800132,37.9,-1.2512021293500766,59.2,1.817653980613381
Suncheon,34.950545700000006,127.48729920000001,61.7,7.9655779518960665,98.9,-3.0206345410244215
Surrey,51.271531599999996,-0.341452351,45.6,0.15191932835425348,57.9,0.9928129545649008
Suwon,37.263332500000004,127.02874720000001,70.1,18.121146349016183,95.9,-1.1922566384301625
Suzhou,31.3016935,120.5810725,89.5,14.593902260142544,77.0,3.797724435371823
Swansea,51.6195955,-3.9459248,94.3,7.945154058029472,72.9,1.9985674701642464
Sydney,-33.8548157,151.2164539,93.1,4.810073341563879,61.8,1.1079907630374848
Szczecin,53.4301818,14.550962300000002,94.6,8.551482049652222,66.6,1.5220944028163201
Szeged,46.254631200000006,20.1486016,84.7,-0.2458563819827049,65.5,3.5837500478757485
Tabriz,38.0739964,46.29619520000001,99.9,-30.536983542967967,73.7,3.8314349990017433
Taichung,24.163162,120.6478282,94.2,13.192253032469942,92.1,1.175330161310697
Tainan,22.9912348,120.184982,87.5,20.19316199929104,99.9,-10.308611962009074
Taipei,25.037519800000002,121.56367959999999,43.7,6.52412014570524,79.2,2.204269876582448
Taitung City,22.756044699999997,121.14565379999999,66.9,11.358290611872375,99.9,-10.395861031997287
Taiyuan,37.870009,112.54527390000001,54.8,3.0902727083817467,78.7,4.101581641384197
Takamatsu,34.342559200000004,134.0465338,98.1,12.99142435428865,71.8,3.0866838795242586
Talca,-35.4266305,-71.66611529999999,80.0,3.695828372591421,85.9,0.09605760776116767
Tallahassee,30.4380832,-84.2809332,31.1,3.640783695355438,86.2,3.862580467919184
Tallinn,59.4372155,24.745368799999998,94.7,3.2955171598886785,93.5,-2.9472528280642862
Tampere,61.498021400000006,23.7603118,72.2,3.7015737469797534,64.3,0.5033495010736377
Taoyuan City,24.993923000000002,121.30168,83.2,12.809305353526714,99.9,-9.368597929323174
Tarnów,50.025988299999995,20.96405843,52.8,8.862678372795171,62.2,3.353204877621451
Tashkent,41.3123363,69.2787079,63.1,1.3918276926810762,57.6,3.316390056921204
Tehran,35.7006177,51.4013785,99.9,-34.99952967684892,79.6,4.915465915473201
Tel Aviv,32.080480800000004,34.7805274,95.3,15.012898906803231,79.0,3.698315033085187
Temuco,-38.7362611,-72.590546,80.2,4.330692548089658,65.5,0.2539322026056148
Tepic,21.504441399999997,-104.89466670000002,99.3,7.376715988868376,99.3,-2.137622001654261
Ternopil,49.5557716,25.591886,54.2,0.8417930178831199,99.9,-22.61053779983457
The Bronx,40.8466508,-73.87859370000001,85.5,-9.263915420878718,91.5,-0.07337052565528879
The Hague,52.0799838,4.3113461,88.2,5.746728049481098,59.1,1.3448711850103248
Thiruvananthapuram,8.5241122,76.9360573,94.0,3.1285891699386355,99.8,3.919574054499652
Thrissur,10.5256264,76.21325420000001,97.3,-26.410694349544283,91.2,-11.592641015574536
Tianjin,39.3032619,117.41636409999998,57.2,8.128769430421272,72.9,4.4610490329099886
Tokyo,35.682838700000005,139.7594549,94.4,14.045546099247439,82.1,4.030096914764877
Toluca,19.292545,-99.6569007,90.4,12.093217249935849,98.8,-1.2590780639456884
Toronto,43.6534817,-79.38393470000001,84.8,2.4708417166815373,72.1,1.1391552376062943
Toulon,43.125731099999996,5.9304919,99.3,13.922867125458882,78.1,3.2632875111540294
Toulouse,43.6044622,1.4442469,57.5,0.22942573555475576,82.5,1.6465466411600964
Tours,47.3900474,0.6889268,92.6,5.11113964641217,97.4,-2.9375160943987417
Toyama,36.6957569,137.21362150000002,67.7,8.899311434764721,84.6,4.448575063053379
Trabzon,41.0058605,39.718092799999994,88.6,2.644020104848792,75.4,3.1624062531832244
Trieste,45.6500335,13.770655900000001,67.4,1.3374465873782313,64.8,2.8169405529953906
Trondheim,63.4305658,10.3951929,53.9,3.7958753519376462,73.7,-0.12640582128290845
Tucson,32.2228765,-110.9748477,97.4,-5.809189046029985,98.3,-5.243411024459412
Turin,45.06775510000001,7.682489200000001,54.9,-0.11858255204195699,63.1,3.116649131242013
Turku,60.4517531,22.2670522,77.1,1.8115271180432444,60.1,0.3380628394593934
Tuzla,44.5391105,18.675193,84.7,-4.629377533849166,64.4,2.857373200585105
Ulan Bator,47.949809,106.9667242,77.9,19.49564542613487,64.0,3.135456408626597
Ulsan,35.5391697,129.3119136,98.1,16.574246985865454,99.2,-2.8676747749840086
Uppsala,59.85861260000001,17.6387436,99.9,11.912788548122256,63.8,0.26084292478007504
Ürümqi,43.419754,87.319461,70.8,1.0239119371544518,60.5,2.8384834023966423
Utrecht,52.094975299999994,5.109708,85.9,2.4549027816825344,66.5,2.6590887595904267
Utsunomiya,36.554967700000006,139.88287759999997,81.9,12.722881447436507,88.0,5.063031995257244
Valencia,39.4697065,-0.3763353,99.9,17.786069931181153,71.8,3.0209179206036763
Valladolid,41.6521328,-4.728562,98.7,-14.359024918928142,99.2,-1.2084637389553985
Valparaíso,-33.0458456,-71.6196749,86.3,2.4796080708316453,69.7,0.8644202960554441
Vancouver,49.2608724,-123.11395290000002,57.6,0.3727245127879151,60.7,1.0559571379677024
Vantaa,60.3091871,25.0364526,76.0,4.4634193059443374,63.4,0.5208607406683061
Vereeniging,-26.6747222,27.926111100000004,89.1,23.66220986281053,99.9,-7.764958101594361
Victoria,-36.5986096,144.6780052,99.9,2.558692230276208,59.6,1.1214218374506473
Vienna,48.2083537,16.372504199999998,26.5,2.8581088511044044,71.7,3.5273917743361523
Vientiane,17.964098800000002,102.6133707,61.5,10.378823935097586,97.0,-2.035848978854542
Visakhapatnam,17.7231276,83.30128420000001,88.2,25.988444388759167,99.9,1.2717154719461805
Wakayama,34.234617,135.17821809999998,78.5,9.386103077493523,86.0,3.9615629158568484
Warsaw,52.2319581,21.0067249,54.8,4.88935938181212,65.0,2.7325104341339017
Washington D.C.,38.8949924,-77.0365581,90.5,4.055995937692266,86.7,2.5567871688934005
Wellington,-41.2887953,174.7772114,51.4,-1.2402201265549344,78.7,1.2893910348087232
Wiesbaden,50.082038399999995,8.2416556,58.8,1.6488863287250344,66.6,2.258968811499958
Willemstad,12.1091242,-68.9316546,92.4,-19.85451794235975,98.6,-11.942312194664812
Winnipeg,49.8955367,-97.1384584,93.4,10.641095441451386,91.4,4.886023726181124
Wollongong,-34.4243941,150.89385,83.4,1.975079025535095,71.4,1.5111699487016423
Worcester,42.262593200000005,-71.8022934,19.2,7.615864742501415,98.6,-8.025851595960145
Wrocław,51.1089776,17.032668899999997,67.2,9.519958358289855,75.9,2.772181711873591
Wuhan,30.595105100000005,114.29993529999999,81.7,22.423636994571357,77.8,4.615783746287079
Wuxi,31.493307399999996,120.30743570000001,82.4,18.433035770310497,72.6,3.9866261348588417
Xi’an,34.3468421,108.93658870000002,53.5,11.138363566355762,74.4,3.686155512637157
Xiamen,24.4801069,118.0853479,91.6,17.98071070012672,78.8,3.9384946032832566
Xining,36.617331,101.77619759999999,44.8,3.6692346604081787,71.6,2.9271622596535836
Xinxiang,35.308611,114.051111,78.0,17.834283167703628,72.8,4.634973849657944
Xuchang,34.147778,113.714722,63.7,6.095687149335674,72.1,4.420650527448082
Yangon,16.7967129,96.1609916,99.9,-42.275434772865246,48.5,-7.7749445965602755
Yeosu,34.754625700000005,127.65985900000001,95.5,13.671155659320286,99.0,-2.786883415435142
Yinchuan,38.4852037,106.2261926,65.3,-3.1032271714196185,72.0,3.3663035542136743
Yokohama,35.444990999999995,139.636768,96.5,12.08001278384205,84.5,4.393114023561087
Yunfu,22.9173703,112.03962460000001,97.3,26.328140180175765,67.5,3.644481656867424
Zanjān,36.515854,48.4777616,99.9,-21.8112710059067,64.3,3.143096951806076
Zaporizhia,47.8507859,35.118286700000006,97.8,0.8973974746054907,73.6,-3.99836669423766
Zenica,44.2010759,17.9055721,98.0,-31.42490148256556,58.8,2.7474760723147806
Zhengzhou,34.759187700000005,113.65240759999999,52.7,7.114741491359936,71.2,4.2002225753482785
Zhuzhou,27.838971700000002,113.15090239999999,85.8,29.01421013172961,76.8,4.230561266690298
Zürich,47.3723941,8.5423328,24.6,0.20549026798192527,65.4,2.2031264673405944
